id,nama,lokasi_resto,menu_restoran,nama_produk,delivery_time,nama_pembeli,id_pembeli,lokasi_pembeli,review,rating,harga_jual,jumlah_dilihat
1206,Seller1206,Bandung,Subway,Salad,46,User9214,3128,Surabaya,Good,3.3,61.27,870
1207,Seller1207,Bandung,Jack in the Box,Pasta,46,User2762,7088,Jakarta,Good,4.15,58.48,551
1208,Seller1208,Surabaya,Dunkin' Donuts,Ice Cream,43,User2181,4146,Surabaya,Average,4.34,50.14,792
1209,Seller1209,Jakarta,Popeyes,Chicken,51,User7210,5908,Bandung,Poor,2.7,10.07,259
1210,Seller1210,Jakarta,Taco Bell,Pizza,59,User8148,5306,Bandung,Poor,1.28,49.39,568
1211,Seller1211,Bandung,Jack in the Box,Burger,51,User5968,736,Bandung,Good,2.76,61.6,9
1212,Seller1212,Jakarta,Taco Bell,Coffee,18,User1096,9673,Bandung,Good,3.05,24.57,317
1213,Seller1213,Bandung,Dunkin' Donuts,Ice Cream,35,User5935,1306,Bandung,Excellent,4.18,39.34,199
1214,Seller1214,Bandung,Five Guys,Sandwich,28,User9718,8413,Bandung,Excellent,4.43,38.27,61
1215,Seller1215,Jakarta,Chick-fil-A,Salad,46,User2185,308,Bandung,Good,2.26,44.25,609
1216,Seller1216,Bandung,Starbucks,Taco,48,User6663,8945,Bandung,Poor,3.28,58.76,453
1217,Seller1217,Bandung,Dunkin' Donuts,Burger,17,User8943,9573,Bandung,Average,4.58,83.55,8
1218,Seller1218,Bandung,Panda Express,Donut,23,User9627,2178,Jakarta,Excellent,3.34,24.13,726
1219,Seller1219,Surabaya,Panera Bread,Donut,20,User7918,2581,Jakarta,Excellent,3.39,92.69,696
1220,Seller1220,Surabaya,Five Guys,Ice Cream,54,User8645,5084,Surabaya,Average,3.25,28.15,650
1221,Seller1221,Jakarta,Sonic Drive-In,Burger,58,User6909,6543,Surabaya,Poor,3.5,48.75,721
1222,Seller1222,Surabaya,Dunkin' Donuts,Taco,34,User9768,4786,Surabaya,Excellent,3.14,44.0,825
1223,Seller1223,Jakarta,Pizza Hut,Sandwich,36,User6728,8527,Surabaya,Poor,2.99,95.04,502
1224,Seller1224,Jakarta,Panda Express,Taco,49,User8211,7222,Surabaya,Average,2.94,90.0,1
1225,Seller1225,Bandung,Wendy's,Coffee,51,User4789,1312,Jakarta,Poor,3.42,66.79,352
1226,Seller1226,Bandung,Popeyes,Taco,35,User4732,3703,Bandung,Poor,4.06,49.05,663
1227,Seller1227,Jakarta,Taco Bell,Sandwich,44,User4605,1882,Bandung,Poor,2.08,62.96,721
1228,Seller1228,Bandung,Little Caesars,Taco,26,User8841,7878,Surabaya,Average,2.81,20.42,105
1229,Seller1229,Surabaya,Domino's Pizza,Pizza,49,User4076,8796,Bandung,Average,4.42,75.23,294
1230,Seller1230,Surabaya,KFC,Donut,16,User8367,8129,Surabaya,Excellent,3.92,99.05,958
1231,Seller1231,Jakarta,Taco Bell,Burger,26,User7960,2220,Bandung,Poor,3.81,25.9,500
1232,Seller1232,Bandung,Subway,Chicken,49,User9738,4184,Surabaya,Poor,4.12,35.79,105
1233,Seller1233,Bandung,Panda Express,Donut,52,User1957,2265,Jakarta,Good,2.07,18.76,783
1234,Seller1234,Jakarta,Arby's,Ice Cream,27,User1666,3720,Bandung,Poor,1.92,67.87,420
1235,Seller1235,Bandung,Little Caesars,Pasta,21,User301,6470,Jakarta,Excellent,2.44,69.49,17
1236,Seller1236,Bandung,Pizza Hut,Chicken,39,User8682,4922,Jakarta,Poor,3.31,74.35,41
1237,Seller1237,Jakarta,Chick-fil-A,Salad,30,User3487,52,Surabaya,Average,3.07,81.34,535
1238,Seller1238,Bandung,Starbucks,Sandwich,30,User6459,2620,Surabaya,Average,1.36,80.13,468
1239,Seller1239,Surabaya,Popeyes,Taco,54,User7567,338,Bandung,Excellent,2.34,31.63,325
1240,Seller1240,Surabaya,Popeyes,Ice Cream,38,User3055,6546,Surabaya,Excellent,1.54,61.88,870
1241,Seller1241,Bandung,Little Caesars,Ice Cream,41,User2247,7322,Surabaya,Average,3.75,83.93,699
1242,Seller1242,Jakarta,Jack in the Box,Pasta,44,User4807,7417,Jakarta,Average,1.37,10.37,147
1243,Seller1243,Surabaya,Taco Bell,Taco,40,User9579,3351,Bandung,Excellent,2.29,51.31,128
1244,Seller1244,Bandung,Jack in the Box,Coffee,28,User3850,9191,Jakarta,Excellent,2.63,41.57,749
1245,Seller1245,Bandung,Chipotle,Burger,31,User7063,467,Bandung,Average,2.01,80.54,689
1246,Seller1246,Jakarta,Panera Bread,Pizza,46,User450,2617,Bandung,Poor,1.16,13.57,547
1247,Seller1247,Jakarta,Subway,Ice Cream,36,User4103,4002,Bandung,Good,3.49,94.96,988
1248,Seller1248,Surabaya,Chipotle,Coffee,45,User2368,6540,Surabaya,Poor,2.26,38.81,860
1249,Seller1249,Bandung,Chipotle,Pizza,19,User5334,1089,Surabaya,Excellent,1.46,56.52,974
1250,Seller1250,Jakarta,Chipotle,Pizza,22,User743,847,Bandung,Average,4.34,36.63,473
1251,Seller1251,Jakarta,Arby's,Coffee,17,User1776,9661,Surabaya,Excellent,2.45,85.82,16
1252,Seller1252,Jakarta,Domino's Pizza,Sandwich,57,User3790,7974,Jakarta,Good,4.77,26.88,602
1253,Seller1253,Surabaya,Pizza Hut,Taco,30,User1936,9445,Bandung,Poor,3.73,57.34,655
1254,Seller1254,Jakarta,Popeyes,Pizza,24,User491,1225,Bandung,Good,2.47,66.59,908
1255,Seller1255,Bandung,Popeyes,Sandwich,34,User2356,930,Bandung,Excellent,1.83,34.19,777
1256,Seller1256,Jakarta,Burger King,Coffee,22,User7988,351,Surabaya,Good,2.19,15.46,693
1257,Seller1257,Jakarta,Taco Bell,Taco,50,User5322,159,Surabaya,Poor,3.1,77.27,401
1258,Seller1258,Jakarta,Sonic Drive-In,Taco,45,User9866,5448,Surabaya,Poor,2.81,29.54,357
1259,Seller1259,Surabaya,Burger King,Burger,15,User7062,4711,Bandung,Average,3.07,95.44,178
1260,Seller1260,Bandung,Wendy's,Taco,24,User6019,1991,Surabaya,Good,1.75,60.98,588
1261,Seller1261,Surabaya,Sonic Drive-In,Burger,36,User9533,1726,Jakarta,Average,1.97,47.87,39
1262,Seller1262,Jakarta,Popeyes,Chicken,46,User1130,608,Bandung,Poor,1.75,79.23,624
1263,Seller1263,Bandung,Domino's Pizza,Pasta,56,User3413,9968,Jakarta,Poor,3.02,57.78,941
1264,Seller1264,Jakarta,Five Guys,Taco,33,User871,444,Bandung,Good,4.41,81.96,928
1265,Seller1265,Surabaya,Taco Bell,Chicken,54,User8936,9896,Surabaya,Average,3.54,6.36,451
1266,Seller1266,Bandung,KFC,Chicken,49,User8845,439,Surabaya,Excellent,2.06,19.63,967
1267,Seller1267,Jakarta,Starbucks,Burger,53,User4668,3871,Bandung,Excellent,4.1,21.98,861
1268,Seller1268,Bandung,Wendy's,Chicken,19,User2156,6483,Surabaya,Poor,2.03,71.51,259
1269,Seller1269,Jakarta,McDonald's,Pasta,24,User3557,6108,Jakarta,Excellent,1.4,28.57,620
1270,Seller1270,Bandung,Starbucks,Donut,20,User7490,9029,Surabaya,Excellent,4.14,6.2,516
1271,Seller1271,Surabaya,Chipotle,Burger,17,User2755,1685,Bandung,Average,2.61,57.29,777
1272,Seller1272,Jakarta,Starbucks,Salad,30,User6392,3777,Bandung,Poor,1.76,77.34,687
1273,Seller1273,Jakarta,Jack in the Box,Chicken,42,User8027,3394,Bandung,Good,3.72,67.46,703
1274,Seller1274,Surabaya,Popeyes,Pizza,33,User6891,6337,Bandung,Poor,3.54,15.12,491
1275,Seller1275,Bandung,KFC,Pizza,58,User4383,8588,Surabaya,Average,4.01,10.01,152
1276,Seller1276,Bandung,Subway,Coffee,46,User744,3213,Surabaya,Good,4.17,34.12,816
1277,Seller1277,Jakarta,Subway,Sandwich,20,User7875,718,Bandung,Good,3.68,38.14,666
1278,Seller1278,Bandung,Sonic Drive-In,Burger,23,User1881,892,Jakarta,Good,2.81,54.56,539
1279,Seller1279,Bandung,Dunkin' Donuts,Coffee,29,User4116,5759,Surabaya,Good,1.6,15.25,546
1280,Seller1280,Bandung,Starbucks,Salad,16,User5494,569,Jakarta,Good,2.62,46.65,743
1281,Seller1281,Jakarta,Starbucks,Sandwich,20,User9616,994,Jakarta,Average,1.33,7.72,807
1282,Seller1282,Bandung,Pizza Hut,Pizza,29,User2250,163,Surabaya,Average,3.31,87.44,891
1283,Seller1283,Surabaya,Subway,Pizza,32,User5469,607,Surabaya,Average,2.3,14.08,439
1284,Seller1284,Bandung,KFC,Burger,57,User1781,8393,Jakarta,Average,3.49,71.71,151
1285,Seller1285,Bandung,Jack in the Box,Pizza,22,User5276,2236,Surabaya,Good,4.2,6.13,842
1286,Seller1286,Surabaya,Jack in the Box,Coffee,27,User9713,6633,Bandung,Good,1.12,29.91,922
1287,Seller1287,Surabaya,McDonald's,Sandwich,31,User2378,9757,Bandung,Excellent,4.39,86.05,238
1288,Seller1288,Bandung,Pizza Hut,Sandwich,47,User3891,2694,Jakarta,Average,1.05,37.86,568
1289,Seller1289,Surabaya,Chipotle,Salad,35,User8452,5380,Jakarta,Poor,3.67,5.07,706
1290,Seller1290,Jakarta,Arby's,Salad,39,User5948,8107,Jakarta,Excellent,1.72,86.14,314
1291,Seller1291,Bandung,Sonic Drive-In,Pasta,33,User9323,5608,Jakarta,Good,4.72,67.91,611
1292,Seller1292,Bandung,Popeyes,Taco,32,User2945,5713,Surabaya,Average,3.69,7.77,378
1293,Seller1293,Bandung,Chick-fil-A,Chicken,20,User9933,9866,Jakarta,Average,3.31,38.39,566
1294,Seller1294,Surabaya,Taco Bell,Donut,35,User6442,7812,Bandung,Excellent,1.75,45.66,34
1295,Seller1295,Bandung,Subway,Chicken,24,User5693,7982,Bandung,Poor,4.89,16.37,947
1296,Seller1296,Surabaya,Panda Express,Salad,43,User2463,920,Bandung,Average,1.04,76.49,930
1297,Seller1297,Surabaya,Five Guys,Taco,57,User5671,6726,Jakarta,Poor,2.08,26.74,279
1298,Seller1298,Surabaya,Five Guys,Donut,46,User7047,2612,Surabaya,Excellent,1.4,34.8,532
1299,Seller1299,Bandung,Chipotle,Chicken,34,User218,4581,Bandung,Excellent,2.59,45.58,524
1300,Seller1300,Bandung,Subway,Coffee,55,User7769,9558,Bandung,Good,1.09,48.31,838
1301,Seller1301,Bandung,Dunkin' Donuts,Burger,25,User8235,2050,Bandung,Average,3.04,16.29,841
1302,Seller1302,Jakarta,Pizza Hut,Burger,55,User7991,3675,Jakarta,Poor,1.24,28.49,447
1303,Seller1303,Bandung,Burger King,Donut,36,User1291,9507,Jakarta,Poor,3.15,65.18,660
1304,Seller1304,Surabaya,Chick-fil-A,Chicken,30,User638,8582,Jakarta,Poor,4.0,71.42,271
1305,Seller1305,Bandung,Arby's,Chicken,57,User9388,4115,Surabaya,Excellent,1.67,55.41,93
1306,Seller1306,Jakarta,Burger King,Burger,46,User5503,2575,Jakarta,Average,2.72,68.92,721
1307,Seller1307,Surabaya,Burger King,Ice Cream,31,User190,1216,Jakarta,Excellent,3.48,85.77,434
1308,Seller1308,Surabaya,Domino's Pizza,Salad,25,User5565,4610,Surabaya,Good,3.27,32.69,339
1309,Seller1309,Surabaya,Taco Bell,Sandwich,46,User6853,1772,Jakarta,Average,2.14,71.81,572
1310,Seller1310,Bandung,Chick-fil-A,Coffee,48,User6574,9147,Bandung,Excellent,1.8,13.87,588
1311,Seller1311,Bandung,Chick-fil-A,Sandwich,51,User4686,2983,Surabaya,Average,4.73,30.92,170
1312,Seller1312,Jakarta,Domino's Pizza,Sandwich,18,User4018,4018,Jakarta,Average,1.74,63.19,11
1313,Seller1313,Surabaya,Chick-fil-A,Pasta,55,User8714,8071,Surabaya,Excellent,2.8,16.25,219
1314,Seller1314,Jakarta,Subway,Pasta,46,User3321,4797,Surabaya,Good,4.88,53.96,24
1315,Seller1315,Surabaya,Jack in the Box,Chicken,59,User5184,2508,Surabaya,Good,1.1,27.12,568
1316,Seller1316,Surabaya,McDonald's,Donut,58,User9576,290,Jakarta,Good,1.05,99.86,263
1317,Seller1317,Jakarta,Burger King,Salad,28,User2775,5392,Surabaya,Excellent,2.04,81.07,773
1318,Seller1318,Bandung,Burger King,Chicken,41,User4974,5688,Bandung,Poor,4.32,80.36,343
1319,Seller1319,Surabaya,Popeyes,Pizza,45,User2163,6483,Bandung,Excellent,2.51,8.8,170
1320,Seller1320,Bandung,Popeyes,Coffee,35,User2323,5547,Bandung,Excellent,1.7,36.96,653
1321,Seller1321,Bandung,Chick-fil-A,Donut,29,User8187,6580,Jakarta,Average,2.83,32.95,730
1322,Seller1322,Surabaya,Sonic Drive-In,Pizza,21,User7928,6401,Bandung,Average,2.14,12.91,432
1323,Seller1323,Jakarta,Domino's Pizza,Chicken,52,User3675,9220,Bandung,Good,2.34,36.83,145
1324,Seller1324,Surabaya,Panera Bread,Chicken,55,User8320,5300,Surabaya,Excellent,2.22,54.1,838
1325,Seller1325,Jakarta,Jack in the Box,Salad,35,User395,2132,Bandung,Excellent,3.61,83.34,121
1326,Seller1326,Bandung,Dunkin' Donuts,Chicken,42,User8644,2555,Surabaya,Excellent,2.3,34.71,714
1327,Seller1327,Jakarta,Burger King,Pasta,26,User1767,1372,Surabaya,Good,2.52,61.29,43
1328,Seller1328,Bandung,Little Caesars,Pizza,18,User6421,4872,Jakarta,Poor,3.22,74.04,18
1329,Seller1329,Surabaya,Sonic Drive-In,Salad,26,User8849,7881,Jakarta,Poor,2.35,41.49,250
1330,Seller1330,Bandung,Little Caesars,Chicken,54,User2321,7816,Jakarta,Excellent,1.26,97.51,1
1331,Seller1331,Surabaya,Panera Bread,Ice Cream,24,User6298,3740,Jakarta,Excellent,3.34,16.7,874
1332,Seller1332,Jakarta,Starbucks,Salad,32,User9176,8386,Jakarta,Average,3.22,24.35,673
1333,Seller1333,Jakarta,Dunkin' Donuts,Ice Cream,39,User5587,9412,Bandung,Good,2.74,91.31,222
1334,Seller1334,Surabaya,Five Guys,Pizza,32,User6171,4538,Bandung,Average,4.65,13.15,583
1335,Seller1335,Bandung,Starbucks,Ice Cream,55,User87,6607,Bandung,Good,2.97,70.77,396
1336,Seller1336,Jakarta,Starbucks,Taco,43,User9868,1573,Bandung,Poor,2.19,18.65,471
1337,Seller1337,Jakarta,Dunkin' Donuts,Donut,31,User7291,7855,Jakarta,Excellent,4.48,26.6,974
1338,Seller1338,Jakarta,KFC,Salad,49,User5436,9080,Bandung,Poor,1.18,85.16,587
1339,Seller1339,Bandung,Wendy's,Salad,59,User3189,4362,Jakarta,Good,4.14,17.28,360
1340,Seller1340,Surabaya,Domino's Pizza,Ice Cream,36,User407,270,Bandung,Excellent,3.76,72.81,950
1341,Seller1341,Bandung,Dunkin' Donuts,Ice Cream,58,User6340,1248,Bandung,Poor,2.43,14.47,343
1342,Seller1342,Jakarta,Chipotle,Chicken,30,User7042,2939,Bandung,Average,1.51,97.99,880
1343,Seller1343,Bandung,Sonic Drive-In,Salad,50,User3118,2407,Bandung,Poor,3.89,86.05,912
1344,Seller1344,Surabaya,Chipotle,Burger,50,User3972,3406,Jakarta,Excellent,1.52,33.28,511
1345,Seller1345,Surabaya,Panda Express,Pasta,37,User2587,7774,Surabaya,Average,1.75,57.07,722
1346,Seller1346,Bandung,KFC,Pizza,18,User1503,7176,Surabaya,Good,1.11,79.2,691
1347,Seller1347,Jakarta,Sonic Drive-In,Sandwich,20,User7129,130,Surabaya,Good,4.28,51.42,892
1348,Seller1348,Bandung,Wendy's,Coffee,16,User925,4844,Surabaya,Average,3.56,20.34,685
1349,Seller1349,Jakarta,Starbucks,Taco,24,User311,7158,Bandung,Good,4.99,18.87,422
1350,Seller1350,Bandung,Arby's,Donut,26,User7728,7438,Jakarta,Good,3.88,66.85,227
1351,Seller1351,Bandung,Domino's Pizza,Pasta,39,User7532,5632,Surabaya,Poor,3.2,22.47,516
1352,Seller1352,Bandung,Pizza Hut,Pasta,16,User7656,5755,Bandung,Excellent,1.54,68.5,585
1353,Seller1353,Jakarta,Little Caesars,Donut,27,User1063,1776,Surabaya,Excellent,2.32,78.13,374
1354,Seller1354,Surabaya,Panda Express,Salad,31,User7247,7092,Bandung,Average,1.74,96.35,994
1355,Seller1355,Jakarta,Wendy's,Pizza,30,User4833,8758,Jakarta,Average,4.03,58.72,684
1356,Seller1356,Bandung,Panda Express,Burger,29,User3540,1505,Surabaya,Poor,1.07,62.16,298
1357,Seller1357,Jakarta,Taco Bell,Taco,29,User5519,9765,Jakarta,Excellent,3.15,24.69,150
1358,Seller1358,Surabaya,Arby's,Sandwich,45,User996,1539,Surabaya,Good,4.97,24.85,263
1359,Seller1359,Bandung,Sonic Drive-In,Pasta,31,User7774,6376,Jakarta,Excellent,2.37,33.6,854
1360,Seller1360,Bandung,Taco Bell,Pasta,15,User2656,3427,Jakarta,Good,1.48,61.87,98
1361,Seller1361,Surabaya,Chipotle,Sandwich,53,User7386,5461,Bandung,Good,1.11,43.22,562
1362,Seller1362,Surabaya,Wendy's,Pizza,47,User1480,6467,Surabaya,Average,4.9,88.21,220
1363,Seller1363,Bandung,Popeyes,Pizza,56,User7835,1993,Jakarta,Poor,2.11,34.05,121
1364,Seller1364,Jakarta,Arby's,Chicken,23,User2297,9272,Surabaya,Poor,2.5,11.35,945
1365,Seller1365,Surabaya,Arby's,Pasta,25,User1641,3072,Bandung,Poor,4.4,34.43,480
1366,Seller1366,Bandung,Panda Express,Coffee,54,User8790,3588,Jakarta,Poor,1.96,82.39,309
1367,Seller1367,Surabaya,Starbucks,Ice Cream,36,User5396,2544,Bandung,Good,2.94,44.43,821
1368,Seller1368,Surabaya,Arby's,Taco,23,User2530,4957,Jakarta,Average,1.14,85.33,798
1369,Seller1369,Bandung,Subway,Salad,35,User2417,2365,Jakarta,Excellent,2.89,38.66,760
1370,Seller1370,Bandung,Chick-fil-A,Salad,36,User7406,3324,Jakarta,Average,4.27,88.66,560
1371,Seller1371,Surabaya,Arby's,Chicken,17,User3391,9097,Jakarta,Good,2.54,84.56,283
1372,Seller1372,Jakarta,Dunkin' Donuts,Pizza,15,User3773,673,Bandung,Poor,3.12,64.9,437
1373,Seller1373,Jakarta,Little Caesars,Pizza,53,User6915,8762,Jakarta,Poor,3.11,54.91,766
1374,Seller1374,Surabaya,Starbucks,Pasta,35,User6377,661,Surabaya,Excellent,4.32,88.34,583
1375,Seller1375,Bandung,Popeyes,Chicken,41,User4225,1329,Surabaya,Excellent,4.59,78.06,146
1376,Seller1376,Bandung,Chipotle,Pizza,41,User3353,7167,Surabaya,Average,4.9,20.58,263
1377,Seller1377,Jakarta,Arby's,Donut,39,User6646,125,Surabaya,Average,3.31,43.54,22
1378,Seller1378,Bandung,Burger King,Pizza,24,User3726,2851,Jakarta,Average,1.03,9.96,309
1379,Seller1379,Bandung,Chipotle,Chicken,42,User1192,7580,Surabaya,Excellent,1.39,16.43,163
1380,Seller1380,Surabaya,Five Guys,Pizza,42,User6260,5232,Surabaya,Good,3.7,34.95,944
1381,Seller1381,Jakarta,McDonald's,Sandwich,33,User4349,313,Bandung,Average,2.1,10.1,130
1382,Seller1382,Jakarta,Taco Bell,Ice Cream,53,User4895,985,Jakarta,Poor,1.05,64.77,733
1383,Seller1383,Jakarta,Wendy's,Pasta,43,User1475,7885,Surabaya,Good,2.95,16.35,543
1384,Seller1384,Bandung,Pizza Hut,Sandwich,20,User1121,5580,Jakarta,Poor,4.86,67.84,624
1385,Seller1385,Jakarta,McDonald's,Sandwich,36,User3493,7159,Jakarta,Excellent,1.78,19.77,964
1386,Seller1386,Jakarta,Subway,Donut,39,User8558,7022,Bandung,Good,4.01,22.65,809
1387,Seller1387,Surabaya,Subway,Ice Cream,46,User2365,8445,Jakarta,Excellent,3.85,7.22,919
1388,Seller1388,Jakarta,Sonic Drive-In,Pizza,22,User7568,8893,Surabaya,Good,4.46,32.81,917
1389,Seller1389,Bandung,Wendy's,Coffee,43,User9985,2142,Surabaya,Excellent,4.91,95.73,924
1390,Seller1390,Bandung,Wendy's,Donut,19,User2337,5465,Bandung,Poor,4.04,37.28,854
1391,Seller1391,Surabaya,Chipotle,Donut,59,User6935,846,Jakarta,Poor,2.9,25.27,667
1392,Seller1392,Bandung,Pizza Hut,Sandwich,23,User2020,5595,Jakarta,Poor,4.07,27.8,962
1393,Seller1393,Bandung,Burger King,Pasta,39,User2562,5719,Surabaya,Excellent,2.14,40.34,502
1394,Seller1394,Bandung,McDonald's,Pasta,55,User9148,5420,Jakarta,Good,2.28,96.92,90
1395,Seller1395,Surabaya,Jack in the Box,Sandwich,58,User3732,3447,Surabaya,Good,3.95,95.09,220
1396,Seller1396,Bandung,KFC,Burger,19,User3666,4199,Jakarta,Average,3.77,90.3,874
1397,Seller1397,Surabaya,Arby's,Salad,49,User4373,6637,Bandung,Good,3.35,80.28,740
1398,Seller1398,Surabaya,Panera Bread,Chicken,15,User1494,4401,Surabaya,Poor,3.63,90.89,106
1399,Seller1399,Bandung,Five Guys,Chicken,46,User8896,6704,Jakarta,Excellent,1.55,78.18,120
1400,Seller1400,Bandung,Pizza Hut,Burger,53,User1058,1551,Surabaya,Excellent,4.12,79.24,16
1401,Seller1401,Jakarta,Popeyes,Pizza,42,User4636,8901,Bandung,Average,2.49,96.99,358
1402,Seller1402,Surabaya,McDonald's,Donut,18,User8179,1392,Jakarta,Good,2.5,67.28,414
1403,Seller1403,Bandung,Pizza Hut,Pasta,20,User5792,9148,Surabaya,Good,3.32,21.26,2
1404,Seller1404,Jakarta,Subway,Burger,32,User2669,7768,Surabaya,Average,3.66,96.77,436
1405,Seller1405,Bandung,Chick-fil-A,Taco,58,User9803,4876,Jakarta,Good,3.43,92.52,838
1406,Seller1406,Jakarta,Chick-fil-A,Ice Cream,40,User8681,450,Bandung,Excellent,2.42,84.08,849
1407,Seller1407,Bandung,Subway,Taco,58,User9158,5305,Jakarta,Average,4.27,92.88,534
1408,Seller1408,Surabaya,Sonic Drive-In,Donut,26,User9073,8107,Surabaya,Good,4.03,51.29,277
1409,Seller1409,Jakarta,Taco Bell,Ice Cream,40,User8861,7289,Surabaya,Average,1.51,94.76,754
1410,Seller1410,Surabaya,Wendy's,Sandwich,26,User591,5046,Jakarta,Good,3.23,49.68,856
1411,Seller1411,Surabaya,Popeyes,Chicken,57,User7964,3318,Jakarta,Poor,3.05,59.82,44
1412,Seller1412,Bandung,Popeyes,Coffee,43,User2835,8283,Surabaya,Poor,4.86,40.7,934
1413,Seller1413,Bandung,Chick-fil-A,Salad,22,User162,2818,Bandung,Average,1.37,27.71,139
1414,Seller1414,Bandung,Domino's Pizza,Pasta,18,User3148,3488,Surabaya,Good,3.14,45.87,345
1415,Seller1415,Jakarta,McDonald's,Chicken,46,User8484,5412,Bandung,Excellent,2.17,69.96,801
1416,Seller1416,Jakarta,Pizza Hut,Salad,58,User7083,7665,Jakarta,Average,4.82,23.42,462
1417,Seller1417,Surabaya,Burger King,Coffee,58,User944,4463,Jakarta,Good,1.7,8.4,136
1418,Seller1418,Surabaya,Domino's Pizza,Pizza,44,User8344,1630,Jakarta,Poor,4.92,40.95,37
1419,Seller1419,Bandung,Dunkin' Donuts,Donut,16,User5572,5126,Surabaya,Average,1.06,73.77,208
1420,Seller1420,Surabaya,KFC,Pasta,29,User7465,9834,Jakarta,Average,2.43,60.03,970
1421,Seller1421,Jakarta,Chipotle,Salad,54,User7665,6121,Bandung,Poor,3.48,34.95,648
1422,Seller1422,Bandung,Panera Bread,Coffee,25,User9067,9760,Jakarta,Poor,1.57,29.59,268
1423,Seller1423,Bandung,Pizza Hut,Pasta,39,User9116,9392,Bandung,Average,4.25,5.66,81
1424,Seller1424,Surabaya,Five Guys,Burger,25,User4588,7329,Bandung,Average,3.66,81.65,979
1425,Seller1425,Bandung,Burger King,Sandwich,16,User7199,2785,Jakarta,Average,1.55,95.06,406
1426,Seller1426,Jakarta,Arby's,Donut,21,User8501,3628,Bandung,Excellent,3.27,92.23,787
1427,Seller1427,Surabaya,Chick-fil-A,Salad,29,User5183,4081,Bandung,Average,4.08,17.02,599
1428,Seller1428,Surabaya,Little Caesars,Chicken,53,User2605,7455,Jakarta,Poor,4.99,47.43,484
1429,Seller1429,Surabaya,McDonald's,Coffee,48,User9563,1920,Jakarta,Poor,1.55,69.71,102
1430,Seller1430,Surabaya,Domino's Pizza,Donut,45,User2340,9833,Surabaya,Poor,1.24,61.47,658
1431,Seller1431,Jakarta,Panera Bread,Taco,59,User6856,59,Jakarta,Poor,2.66,6.63,994
1432,Seller1432,Jakarta,Burger King,Taco,37,User5182,9447,Bandung,Good,1.1,24.8,255
1433,Seller1433,Bandung,McDonald's,Coffee,59,User9913,1240,Bandung,Poor,4.5,83.55,722
1434,Seller1434,Bandung,Subway,Coffee,57,User3832,2757,Bandung,Poor,2.82,76.2,706
1435,Seller1435,Surabaya,Panera Bread,Coffee,22,User5799,137,Jakarta,Poor,4.95,80.88,109
1436,Seller1436,Bandung,Five Guys,Chicken,29,User7247,118,Jakarta,Average,2.83,56.45,242
1437,Seller1437,Jakarta,Chipotle,Donut,59,User1737,6045,Jakarta,Excellent,4.77,36.22,303
1438,Seller1438,Surabaya,Taco Bell,Pizza,58,User8919,7433,Bandung,Poor,1.29,36.63,684
1439,Seller1439,Bandung,Chipotle,Donut,47,User4567,8030,Surabaya,Good,4.96,74.8,262
1440,Seller1440,Jakarta,Burger King,Burger,19,User8887,1100,Bandung,Average,1.35,20.95,958
1441,Seller1441,Bandung,Chipotle,Coffee,15,User9766,1936,Jakarta,Good,1.32,70.76,67
1442,Seller1442,Surabaya,Starbucks,Coffee,29,User1056,3563,Surabaya,Average,4.23,54.57,361
1443,Seller1443,Jakarta,Chipotle,Donut,18,User4050,5927,Bandung,Good,3.44,27.82,317
1444,Seller1444,Bandung,Arby's,Salad,39,User6774,9678,Bandung,Good,4.67,89.57,325
1445,Seller1445,Surabaya,Dunkin' Donuts,Coffee,46,User6921,2472,Jakarta,Good,3.77,84.35,299
1446,Seller1446,Jakarta,Dunkin' Donuts,Donut,26,User9951,617,Bandung,Good,1.05,18.42,509
1447,Seller1447,Bandung,Burger King,Salad,17,User2582,1831,Surabaya,Excellent,2.78,24.19,658
1448,Seller1448,Surabaya,Panda Express,Ice Cream,23,User6018,8927,Jakarta,Excellent,4.72,95.42,186
1449,Seller1449,Bandung,Little Caesars,Pasta,30,User7623,1809,Bandung,Excellent,4.83,14.69,932
1450,Seller1450,Surabaya,Burger King,Donut,40,User6091,8703,Bandung,Average,2.39,18.99,29
1451,Seller1451,Surabaya,Sonic Drive-In,Sandwich,36,User8349,3116,Jakarta,Average,2.67,69.14,351
1452,Seller1452,Bandung,Panda Express,Salad,36,User5851,8400,Surabaya,Good,3.88,87.91,198
1453,Seller1453,Surabaya,Chick-fil-A,Pizza,49,User6265,5053,Surabaya,Excellent,4.24,92.72,939
1454,Seller1454,Jakarta,KFC,Ice Cream,55,User156,7252,Surabaya,Good,2.39,7.43,903
1455,Seller1455,Jakarta,Pizza Hut,Chicken,57,User6894,6871,Surabaya,Average,1.32,76.08,101
1456,Seller1456,Jakarta,McDonald's,Ice Cream,52,User7098,8681,Surabaya,Good,1.37,89.25,747
1457,Seller1457,Surabaya,KFC,Burger,19,User1612,937,Jakarta,Excellent,4.28,43.62,99
1458,Seller1458,Surabaya,Little Caesars,Ice Cream,43,User4962,8340,Jakarta,Good,2.14,41.25,593
1459,Seller1459,Bandung,Arby's,Chicken,19,User9510,9390,Bandung,Excellent,1.14,85.74,511
1460,Seller1460,Bandung,Taco Bell,Taco,52,User5467,2086,Bandung,Poor,1.29,96.38,831
